establishment_id,name_of_restaurant,province,city/municipality,address,opening_hours,closing_hours,cuisine_type,dine-in,takeout,delivery,average_price_range,rating,contact_information,coordination,description,image,category,Category_Encoded
76,Kamalig Garden Grill & Restaurant,Ilocos Norte,Laoag,"Laoag City, Ilocos Norte",08:30:00 AM,09:30:00 PM,Filipino Food,Yes,Yes,No,400,3.9,9955183951.0,"18.20676466706628, 120.58531533211638","Kamalig Garden Grill & Restaurant is a great spot to savor Ilocano cuisine while being entertained by live music and enjoying your favorite drinks. The restaurant features a two-floor dining area with traditional wooden interiors, Nipa hut roofs, and an open space for live band performances. They offer delicious Bilao meals perfect for sharing with a group. The place can get crowded, and parking is limited, but once inside, the spacious interior provides a family-friendly atmosphere.","https://www.google.com/maps/place/Kamalig+Garden+Grill+%26+Restaurant/@18.2065535,120.5853226,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOC3VEFARTDGiiRn-o4yOz7V_u3TLozKSxd-cBx!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOC3VEFARTDGiiRn-o4yOz7V_u3TLozKSxd-cBx%3Dw152-h86-k-no!7i1440!8i810!4m7!3m6!1s0x338ec884b69162bf:0xa79798ebc5add68!8m2!3d18.2065201!4d120.5853046!10e5!16s%2Fg%2F11ggvt0xyv?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
77,18ÃÂ° North Camping Cafe and Diner,Ilocos Norte,Bangui,"GM9Q+MW, Bangui, 2920 Ilocos Norte",08:00:00 AM,09:00:00 PM,Coffeehouse ,Yes,Yes,No,400,4.5,9694583924.0,"18.519523181594728, 120.68996270953966","Located along the national highway, 18ÃÂ° North Camping Cafe and Diner is a hidden gem offering a charming ambiance and breathtaking views of the Bangui windmills and Pagudpud beach. The cafe serves top-notch coffee drinks at reasonable prices, while the food is described as rich and delightful. Visitors can enjoy their meals outside to take in the stunning scenery. Additionally, the cafe provides a unique camping area for outdoor enthusiasts.","https://www.google.com/maps/place/18%C2%B0+North+Camping+Cafe+and+Diner/@18.5190541,120.68981,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNn1wFsE7wBpq3TI14AxkdWbYvu2CO6FTq1AF-l!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNn1wFsE7wBpq3TI14AxkdWbYvu2CO6FTq1AF-l%3Dw203-h152-k-no!7i5712!8i4284!4m7!3m6!1s0x3389311b37498575:0xa9fb39b47582d918!8m2!3d18.5191875!4d120.6898125!10e5!16s%2Fg%2F11t4kqvdq5?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
78,Don Empanada,Ilocos Norte,Paoay,"3G6C+R3V, Herencia Plaza, McArthur Street corner Marcos Avenue, Paoay, 2902 Ilocos Norte",08:00:00 AM,08:00:00 PM,Filipino Food,Yes,Yes,No,200,4.4,9209732564.0,"18.062303168960927, 120.52012781554821","Don Empanada is a snack bar located near several restaurants in Vigan. They specialize in Vigan-style empanadas, which have an orange crust filled with papaya and egg. The prices have recently increased to 60 P per empanada. Despite being a small outdoor kiosk, it offers inexpensive and freshly cooked food that is served quickly.","https://www.google.com/maps/place/Don+Empanada/@18.0621202,120.5201517,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN1f8vIYGWENNdSh-37fyU-vJo0OeQJoz95jnGa!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN1f8vIYGWENNdSh-37fyU-vJo0OeQJoz95jnGa%3Dw152-h86-k-no!7i4000!8i2252!4m7!3m6!1s0x338ebff35ab058ef:0xfd96aa54f677626e!8m2!3d18.0621196!4d120.52016!10e5!16s%2Fg%2F11c2p18wkh?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Budget-Friendly,0
79,Ilocos Coolers,Ilocos Norte,Paoay,"3G6C+R3J, Herencia Plaza, McArthur Street corner Marcos Avenue, Paoay, 2902 Ilocos Norte",08:00:00 AM,08:00:00 PM,Filipino Food,Yes,Yes,No,200,4.2,9209732564.0,"18.062257468145756, 120.52015225992564","Ilocos Coolers is a popular refreshment stand located across from the historic Paoay Church in Paoay, Ilocos Norte, Philippines. They are renowned for their award-winning halo-halo, a traditional Filipino dessert featuring a mix of sweetened fruits, jellies, and beans, topped with shaved ice, milk, and often ice cream. ","https://www.google.com/maps/place/Ilocos+Coolers/@18.0620805,120.5201305,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMSsmPJA_ymqJRVhWwxnNyGYQ2PBoLMbPNCo_BW!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMSsmPJA_ymqJRVhWwxnNyGYQ2PBoLMbPNCo_BW%3Dw181-h86-k-no!7i4160!8i1970!4m7!3m6!1s0x338ebf3d09a0d9d5:0x405f3fd1260bd9b4!8m2!3d18.0620841!4d120.5201308!10e5!16s%2Fg%2F11ff5d50cz?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Budget-Friendly,0
80,"Jowtoo Natural Cuisine - Paoay
",Ilocos Norte,Paoay,"4G9G+MM6, Paoay, Ilocos Norte",10:30:00 AM,09:30:00 PM,Japanese Food,Yes,Yes,Yes,600,4.3,9663267685.0,"18.11938799578114, 120.52664906068722","Jowtoo Natural Cuisine is a Japanese restaurant located in Paoay, Ilocos Norte, Philippines. They specialize in Japanese dishes such as sushi, sashimi, ramen, and okonomiyaki, as well as steak. ","https://www.google.com/maps/place/Jowtoo+Natural+Cuisine+-+Paoay/@18.119239,120.5265305,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMLtVp_7s468BeDkvQgYlYBDDeqJ4um5fMhMO8w!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMLtVp_7s468BeDkvQgYlYBDDeqJ4um5fMhMO8w%3Dw203-h152-k-no!7i4080!8i3072!4m7!3m6!1s0x338ebfb2fddca0b5:0xfccd89122f3d9584!8m2!3d18.1191637!4d120.5266276!10e5!16s%2Fg%2F11j1z4sf1q?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
81,"Najian Pojangmacha & Samgyeopsal
",Ilocos Norte,Paoay,"3G5M+QG3, Marcos Ave, Paoay, 2902 Ilocos Norte",01:00:00 PM,10:00:00 PM,Korean Food,Yes,Yes,Yes,500,4.2,9297940394.0,"18.059583471179337, 120.53386587600997","Najian Pojangmacha & Samgyeopsal is a Korean restaurant located in Paoay, Ilocos Norte, Philippines. They specialize in Samgyeopsal, a popular Korean dish featuring grilled pork belly, and offer an unlimited Samgyeopsal experience.","https://www.google.com/maps/place/Najian+Pojangmacha+%26+Samgyeopsal/@18.0595207,120.5338319,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipM5KEZKQpTbrJmXpAZoSqSaQBwSHj2bSscXv2zR!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipM5KEZKQpTbrJmXpAZoSqSaQBwSHj2bSscXv2zR%3Dw203-h270-k-no!7i3024!8i4032!4m7!3m6!1s0x338ec17b84d6aec3:0xb7c654030718dc07!8m2!3d18.0593795!4d120.5338015!10e5!16s%2Fg%2F11sff5dzg2?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
82,"fika street cafe
",Ilocos Norte,Laoag,"Arabella Events Place, Brgy. 2 F. Julian Street along pila road) Laoag City, Ilocos Norte (Beside, Laoag City, 2900 Ilocos Norte",10:30:00 AM,11:00:00 PM,Coffeehouse ,Yes,Yes,Yes,200,4.2,9669010773.0,"18.20897081484462, 120.58599121556477","Fika Street Cafe is a cozy cafÃÂ© located in Laoag City, Ilocos Norte, Philippines. They offer a variety of coffee beverages and light snacks, providing a comfortable space for relaxation and socializing.
",https://itin-dev.wanderlogstatic.com/freeImage/rLD2m5gI0WSaJKqKpoiJzcGDBtWieELq,Budget-Friendly,0
83,Laoag Lomi Banga,Ilocos Norte,Laoag,"Gov. Primo Lazaro, Laoag City, 2900 Ilocos Norte",03:00:00 PM,11:00:00 PM,Filipino Food,Yes,Yes,Yes,200,4.6,9272523976.0,"18.19790840328269, 120.59354681602103","Laoag Lomi House - Banga Banga is a restaurant that serves delectable dishes in a pleasant ambiance. The eatery offers a wide array of flavorful meals, ranging from traditional Filipino cuisine to international favorites. Patrons can enjoy their culinary creations in a cozy and inviting setting, providing an enjoyable dining experience. This establishment prides itself on its diverse menu selection, ensuring there is something for every palate.","https://www.google.com/maps/place/Laoag+Lomi+Banga/@18.1977539,120.593606,3a,98.6y,90t/data=!3m8!1e2!3m6!1sAF1QipNWpA6R-3cwLhRTaM8xMu1gpoSx1ezywOyU5aj0!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNWpA6R-3cwLhRTaM8xMu1gpoSx1ezywOyU5aj0%3Dw203-h127-k-no!7i751!8i470!4m7!3m6!1s0x338ec73b2052e843:0x5d516ffbd3081a78!8m2!3d18.1976944!4d120.593579!10e5!16s%2Fg%2F11lfh9806g?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Budget-Friendly,0
84,Cafe Leona,Ilocos Sur,Vigan,"1 Crisologo, Brgy 2, Vigan City, 2700 Ilocos Sur",10:00:00 AM,12:00:00 AM,International Food,Yes,Yes,No,600,3.7,9228791833.0,"17.573630485157928, 120.38933277624082","Cafe Leona is a restaurant located in Vigan, known for its historical significance and diverse menu. Situated near the Leona Florentino statue and marker, it offers a variety of food options at reasonable prices. Despite the tight and fusty setting, the cafe's menu reflects a commitment to diversity. The downstairs restaurant serves good food and espresso, making it a convenient dining option for visitors exploring the area.",https://itin-dev.wanderlogstatic.com/freeImage/t2Sf2Gnh5fMJOUgyIgmXOzceBGvVGjyu,Moderate,1
85,Kusina Felicitas,Ilocos Sur,Vigan,"1 Bonifacio, Vigan City, Ilocos Sur",06:30:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,No,400,4.2,9177990121.0,"17.573138496495126, 120.39025407741933","Kusina Felicitas is a restaurant located in Grandpas Inn, offering an 18th-century ambiance with brick walls and historical art, creating a nostalgic feel of dining during the Hispanic era. The rustic handcrafted wooden furniture adds to the historical charm. Specializing in traditional Ilocano and Filipino food, Kusina Felicitas is known for its Vigan specialties such as pipian and grilled chicken with tropical karimbuaya leaves.",https://itin-dev.wanderlogstatic.com/freeImage/YaogT0ggGbnhlRqTAAUK3AAVdAkQAeR1,Moderate,1
86,Cafe Bigaa,Ilocos Sur,Vigan,"Hotel, Plaza Burgos, Vigan Plaza, Crisologo, Vigan City, 2077 Lalawigan ng Ilocos Sur",09:00:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,No,400,3.9,9177999874.0,"17.57411891457104, 120.38918637169336","Cafe Bigaa is a charming restaurant located in Vigan City, Ilocos Sur, offering a delightful fusion of flavors with genuine Ilocano ingredients. Situated at the heart of Florentino and Plaridel streets, this establishment is known for its authentic Spanish dish turned Filipino, the Paella Ilocandia. Originally a gastropub, Cafe Bigaa has evolved into a restaurant specializing in local Ilocano fusion dishes.",https://itin-dev.wanderlogstatic.com/freeImage/wEBybxmgEfDOwUl2qbD5pvA9SsXyE1Ys,Moderate,1
87,Cafe Uno Vigan,Ilocos Sur,Vigan,"Grandpa's Inn, 1 Bonifacio, Vigan City, Lalawigan ng Ilocos Sur",08:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,No,400,3.9,9177990121.0,"17.572934524088712, 120.39033648135195","Cafe Uno in Vigan is a popular spot known for its cozy ambiance, making it perfect for intimate dates and late-night conversations. This cafe is renowned for its delectable cakes, pasta, and a variety of silog meals that are favored by tourists for breakfast. Additionally, Cafe Uno offers local dishes such as kare-kare and bagnet sisig.","https://www.google.com/maps/place/Cafe+Uno+Vigan/@17.5726708,120.3902596,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNH1M0_gQfAE2-gbwuJTrLaUIdP91PwrJ-1XRGE!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNH1M0_gQfAE2-gbwuJTrLaUIdP91PwrJ-1XRGE%3Dw86-h114-k-no!7i3000!8i4000!4m11!1m2!2m1!1sCafe+Uno+Vigan!3m7!1s0x338e659e251609cf:0xbc37d58dcdf4e8b4!8m2!3d17.5727778!4d120.3902778!10e5!15sCg5DYWZlIFVubyBWaWdhbloQIg5jYWZlIHVubyB2aWdhbpIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F12qg2k8fp?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
88,1995 Studio CafÃÂ©,Ilocos Sur,Vigan,"14 Crisologo, Vigan City, 2700 Ilocos Sur",07:00:00 AM,10:00:00 PM,Coffeehouse ,Yes,Yes,Yes,400,4.6,9456722712.0,"17.67705543126489, 120.38343551324327","Nestled in the historic Vigan City, 1995 Studio Cafe is a modern restaurant and cafe that offers a fusion of local Ilocano dishes and Western favorites. Located near the iconic Calle Crisologo, this popular spot is known for its delicious pizza, chicken wings with a local twist, calzone, and filling rice meals. The cafe also serves an array of beverages including coffees, teas, smoothies as well as delectable cakes.",https://itin-dev.wanderlogstatic.com/freeImage/4ER0wl8SOc1YtW0MRA1krgJ4VMN1uASj,Moderate,1
89,Irene's Vigan Empanada - Crisologo,Ilocos Sur,Vigan,"H9CQ+GRW, Salcedo, Vigan City, Ilocos Sur",09:00:00 AM,08:00:00 PM,Filipino Food,Yes,Yes,No,200,4.1,9162007863.0,"17.57153547601945, 120.38954738658579","When exploring the charming streets of Vigan, one cannot miss the delightful experience of indulging in Irene's Vigan Empanada. This beloved eatery has become a staple for both locals and visitors, offering a unique twist on the traditional Ilocano empanada. Unlike its Spanish counterpart, which is typically baked, this local version is fried to perfection, creating a crispy exterior that perfectly complements its flavorful filling.",https://itin-dev.wanderlogstatic.com/freeImage/Q7ygJuJsqh4zbwfw5QWsKjmsWUhIoy1L,Budget-Friendly,0
90,BarTech,Ilocos Sur,Vigan,"corner Crisologo, Vigan City, Ilocos Sur",05:00:00 PM,02:00:00 AM,Bar & Grill,Yes,Yes,No,500,3.7,9273922598.0,"17.571303229821535, 120.38874181918021","BarTech is a well-lit restaurant located along the historic Calle Crisologo in Vigan, offering live acoustic music and renowned as the first and only evening buffet in the area. The name ""BarTech"" is derived from the Ilocano word ""bartek,"" meaning to be inebriated.","https://www.google.com/maps/place/BarTech/@17.5710385,120.3886542,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPw0EqylJvOPjeTO1RAH3LUZP4lCMrXS4_ATwC8!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPw0EqylJvOPjeTO1RAH3LUZP4lCMrXS4_ATwC8%3Dw152-h86-k-no!7i1920!8i1080!4m7!3m6!1s0x338e6576099d7ec7:0xf782bdd63f629b58!8m2!3d17.5710271!4d120.3886989!10e5!16s%2Fg%2F11by_m4myd?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
91,Lilong & Lilang Coffee Shop,Ilocos Sur,Vigan,"H968+534, Hidden Garden, Barangay Bulala, Vigan City, Ilocos Sur, Vigan City",09:00:00 AM,08:30:00 PM,Coffeehouse ,Yes,Yes,No,500,4.1,777221450.0,"17.560613631080294, 120.36521450293205","Lilong & Lilang Coffee Shop is a charming restaurant located amidst lush gardens and a nature trail. The thatched-roof and plant-filled interior create a cozy atmosphere for enjoying authentic Ilocano dishes. Visitors can also indulge in refreshing bubble teas like the popular Kiwi Milk Tea, making it a favorite spot for locals and tourists alike. With its picturesque location, quality service, and delicious food, this coffee shop offers an unforgettable dining experience in the heart of Hidden Gardens.","https://www.google.com/maps/place/Lilong+%26+Lilang+Coffee+Shop/@17.5603765,120.3651425,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMJ-H-N_ziMtrikIt4ZBXuaefCROyd-tHXY-HE!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMJ-H-N_ziMtrikIt4ZBXuaefCROyd-tHXY-HE%3Dw203-h270-k-no!7i3060!8i4080!4m7!3m6!1s0x338e655f8ee55a03:0x119484fc497e057c!8m2!3d17.5603784!4d120.3652145!10e5!16s%2Fg%2F1hc1wwsh3?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
92,Angkong Seafood Restaurant,Ilocos Sur,Vigan,"H9HJ+53C, Burgos St, Vigan City, Ilocos Sur",10:00:00 AM,10:00:00 PM,Chinese Food,Yes,Yes,No,600,4.4,,"17.578245603486717, 120.38014930398276","Angkong Seafood Restaurant is a popular dining spot in Vigan, known for serving authentic Chinese cuisine in the heart of Ilocos Sur. The restaurant offers a wide range of affordable dishes that cater to both locals and tourists, making it an ideal choice for those looking to experience genuine Chinese flavors while exploring the historic city. With its rich culinary heritage influenced by both Spanish and Chinese cultures, Vigan provides a unique backdrop for enjoying traditional and fusion cuisines.","https://www.google.com/maps/place/Angkong+Seafood+Restaurant/@17.5780886,120.3802585,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipO8E7UfoZel3FwNtMVU7ydb3LAIQh1QfGV94x_2!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipO8E7UfoZel3FwNtMVU7ydb3LAIQh1QfGV94x_2%3Dw203-h114-k-no!7i4160!8i2352!4m7!3m6!1s0x338e650d32c9439b:0x4f6ca2c4dcfbceff!8m2!3d17.5779388!4d120.3801493!10e5!16s%2Fg%2F11dfqv68pv?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
93,Casa Jardin Empanada & Okoy,Ilocos Sur,Vigan,"H9CQ+7JJ, Mabini, Vigan City, Ilocos Sur",09:30:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,No,200,4.2,,"17.57105500011206, 120.3890642200983","Casa Jardin Empanada & Okoy, also known as CJs, has evolved from a modest carinderia to become one of Vigan's most popular dining spots. This cozy restaurant nestled in a lush garden is celebrated for its generous portions of empanada and okoy.",https://itin-dev.wanderlogstatic.com/freeImage/8yetj3nKhswdiperRUDmRd3IIZ2x2B5V,Budget-Friendly,0
94,Coffee Break Vigan,Ilocos Sur,Vigan,"Salcedo, Vigan City, Ilocos Sur",09:00:00 AM,10:00:00 PM,Coffeehouse ,Yes,Yes,No,400,4.3,9175820101.0,"17.571837972330517, 120.38871464779659","Coffee Break Vigan is a cozy cafÃÂ© located along Calle Crisologo at Salcedo Street intersection, making it a convenient spot for a refreshing drink or hot coffee while exploring Vigan. The cafÃÂ© offers the award-winning Sigay Robusta coffee and an array of affordable espresso-based drinks. In addition to beverages, they also serve budget-friendly rice meals, snacks, and pasta.","https://www.google.com/maps/place/Coffee+Break+Vigan/@17.5715055,120.3886466,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMwgC3KU6ICV_rszkjTiZnkK31bsmNbAgVi0eQ!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMwgC3KU6ICV_rszkjTiZnkK31bsmNbAgVi0eQ%3Dw203-h270-k-no!7i2317!8i3089!4m16!1m8!3m7!1s0x338e6575e415764f:0xe7d7df06b70ed27e!2sCoffee+Break+Vigan!8m2!3d17.5715823!4d120.388661!10e2!16s%2Fg%2F12hl_zxzw!3m6!1s0x338e6575e415764f:0xe7d7df06b70ed27e!8m2!3d17.5715823!4d120.388661!10e5!16s%2Fg%2F12hl_zxzw?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
95,Ihawan sa Caoayan,Ilocos Sur,Caoayan,"G9WJ+V9W, Caoayan, Ilocos Sur",08:00:00 AM,10:00:00 PM,Barbeque Grill,Yes,Yes,No,400,4.2,,"17.547517996056857, 120.38096986151159","Ihawan sa Caoayan started as a small food cart and has now become a renowned grilled restaurant in Ilocos Sur. The dining area, made of nipa huts, offers customers a traditional Filipino kamayan experience. They serve delicious local and seafood dishes and have a well-designed mess hall layout with a pleasant atmosphere. The staff is extremely polite, although it is not a fast-food establishment so patience is required.",https://itin-dev.wanderlogstatic.com/freeImage/BlegKSGfuwV8SEXxKcmWVOWUv1tuLw6G,Moderate,1
96,GaizelÃÂs Carinderia,Ilocos Sur,Vigan,"H9FM+PXH, Bonifacio, Vigan City, Ilocos Sur",07:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,No,200,4.4,777221041.0,"17.574505873514717, 120.38491397097323","GaizelÃÂs Carinderia is a popular dining spot located near Gen. Luna Street and Florentino Street in Vigan. It's known for its extensive menu of Ilocano dishes served buffet-style, with a focus on delicious vegetable dishes like dinengdeng. The carinderia offers authentic Ilocano cuisine such as warek warek, igado, lomo lomo, sinanglao, and more.","https://www.google.com/maps/place/Gaizel%E2%80%99s+Carinderia/@17.5743055,120.3849912,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNIoaAgPYxyqZTe3ydOMtqNVhxQsISwzgdy2IJ5!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNIoaAgPYxyqZTe3ydOMtqNVhxQsISwzgdy2IJ5%3Dw114-h86-k-no!7i4624!8i3468!4m7!3m6!1s0x338e659df222d7a7:0x4941d01390ed0fbe!8m2!3d17.5743218!4d120.3849998!10e5!16s%2Fg%2F1hc7p7gyf?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Budget-Friendly,0
97,TongsonÃÂs Royal Bibingka,Ilocos Sur,Vigan,"Vigan City, Ilocos Sur",08:00:00 AM,09:00:00 PM,Filipino Food,No,Yes,No,400,4.2,777222920.0,"17.57406348197996, 120.38929605386858","TongsonÃÂs Royal Bibingka is a must-visit spot near Plaza Burgos in Vigan, offering delicious longganisa by kilos or dozens. It's a popular destination for locals and tourists alike. In addition to their famous bibingka, TongsonÃÂs also offers other Ilocos snacks like tinubong and canutillos.",https://itin-dev.wanderlogstatic.com/freeImage/Kqj1R3VmylELYli8YTj342gUBHfGzDI3,Moderate,1
98,Cafe Evelyn,Ilocos Sur,Vigan,"Crisologo, Encarnacion, Vigan City, Ilocos Sur",10:00:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,Yes,800,4.2,9695412339.0,"17.570652821760802, 120.38857954306684","Cafe Evelyn, situated at the Casa Blanca Hotel, is a charming restaurant that serves a blend of modern and traditional Ilocano and western dishes. The menu features an array of options, including authentic Ilocano cuisine as well as fusion dishes that incorporate elements from other culinary traditions. Notable offerings include the popular Vigan longganisa.","https://www.google.com/maps/place/Cafe+Evelyn/@17.5704596,120.3885735,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMqLZz554zsW7Xf_AQitBJPLZQv0i4v2R5GAkA!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMqLZz554zsW7Xf_AQitBJPLZQv0i4v2R5GAkA%3Dw86-h86-k-no!7i2992!8i2992!4m7!3m6!1s0x338e65f0cd0e0a9d:0xf98db7cc8c918ad!8m2!3d17.5705608!4d120.388601!10e5!16s%2Fg%2F11rtycl40w?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Luxury,2
99,IKAN DAMPA,Ilocos Sur,Bantay,"Saint Paul Avenue, Bantay, Ilocos Sur",10:00:00 AM,09:30:00 PM,Seafood,Yes,Yes,Yes,500,4.4,9531688889.0,"17.580832277053094, 120.38486024741181","Ikan Dampa is a seafood eatery situated on the Boardwalk Fuerte Beach in Caoayan, just outside of Vigan City Proper. Utilizing Waze can help you find this establishment easily. The cuisine offered here is delightful, and the restaurant boasts a pleasant view. However, one drawback is that their menu mainly caters to larger groups, making it challenging for smaller parties to order dishes according to their preferences due to the requirement of ordering substantial portions.","https://www.google.com/maps/place/IKAN+DAMPA/@17.5806322,120.3848372,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP-LcDYcUVOt5iBoikVtKQ0h2F_c3gxy2BVshex!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP-LcDYcUVOt5iBoikVtKQ0h2F_c3gxy2BVshex%3Dw86-h105-k-no!7i1080!8i1330!4m7!3m6!1s0x338e6f9499fe52db:0x75d4d5e975a5dd2e!8m2!3d17.5806875!4d120.3848798!10e5!16s%2Fg%2F11py6yr04_?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
100,PANGANAN KEN IHAWAN TOY CIUDAD TI VIGAN,Ilocos Sur,Vigan,"H9FM+PXP, Bonifacio, Vigan City, Ilocos Sur",08:00:00 AM,08:00:00 PM,Filipino Food,Yes,Yes,No,400,4.3,,"17.57446793235507, 120.3849230147481","Panganan Ken Ihawan Toy Ciudad ti Vigan, also known as Restaurant and Grill in the City of Vigan, is a popular eatery offering Filipino and Ilocano vegetable and meat dishes. It is a cafeteria-style restaurant where diners line up with trays to choose their meals. The place can get crowded during peak hours, attracting both locals and tourists seeking authentic Ilocano cuisine at affordable prices.","https://www.google.com/maps/place/PANGANAN+KEN+IHAWAN+TOY+CIUDAD+TI+VIGAN/@17.5742106,120.3848893,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNnRZocPQAy0xrp9Fb4sCyFmM1ihFfZXf3sbhsM!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNnRZocPQAy0xrp9Fb4sCyFmM1ihFfZXf3sbhsM%3Dw203-h270-k-no!7i3060!8i4080!4m7!3m6!1s0x338e657463c9432d:0xe9ee869be79f4c1e!8m2!3d17.574335!4d120.3849552!10e5!16s%2Fg%2F11c6cj9_8m?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
101,Inapuyan Restaurant,Ilocos Sur,Candon,"5CRX+RQH, CariÃÂ±o Street, Candon, Ilocos Sur",10:00:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,No,400,4.4,9957325000.0,"17.192334602434183, 120.44957420583417","Located in the heart of Candon Ilocos, Inapuyan Restaurant embodies the essence of homestyle cooking. Housed in a converted residence, this eatery boasts ample air conditioning units to provide relief from the scorching outdoor temperatures. The cuisine is exceptional, showcasing meticulous preparation infused with love and passion. The friendly staff warmly welcomes guests and attends to their every need, ensuring a delightful dining experience. Inapuyan Restaurant leaves patrons eager to return for more savory delights.","https://www.google.com/maps/place/Inapuyan+Restaurant/@17.1921765,120.4495316,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN1yvfDYJe5yZVT3LxNborcp7hgu0Xqmqj85CXM!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN1yvfDYJe5yZVT3LxNborcp7hgu0Xqmqj85CXM%3Dw86-h86-k-no!7i3024!8i3024!4m7!3m6!1s0x338e19ee5cb153d7:0xf3047a1e2d6636b1!8m2!3d17.1920579!4d120.4494991!10e5!16s%2Fg%2F11f4ld022h?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
